"ID","m/z","Yellow_10_5x_2_420_1600_isotopomeric_score_annotated_1233-211210.csv","Yellow_16_5x_420_1600_isotopomeric_score_annotated_1418-211210.csv","Yellow_17_5x_420_1600_isotopomeric_score_annotated_1604-211210.csv","Yellow_18_5x_420_1600_isotopomeric_score_annotated_1743-211210.csv","Yellow_19_5x_420_1600_isotopomeric_score_annotated_1912-211210.csv","Yellow_1_5x_420-1600_isotopomeric_score_annotated_2006-211210.csv","Yellow_20_5x_420_1600_isotopomeric_score_annotated_2157-211210.csv","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
50,443.306,0,0,0,0,0,0,0,"Unknown;Unknown,47205455;Unknown","LMST03020197;LMPR01070132,Unknown;LMPR01070142","Unknown;Unknown,53872-50-7;Unknown","C27H43F1O1-[M+K+]-2H-2-{m+0}(0.96682)(Niso-1);C30H42-[M+K+]-2H-2-{m+0}(0.95825)(Niso-1);C30H44-[M+K+]-{m+0}(0.95008)(Niso-1)","Unknown;Unknown,Unknown;Unknown","(5E,7E)-(3S)-6-fluoro-9,10-seco-5,7,10(19)-cholestatrien-3-ol*;*4,4'-Diaponeurosporene*,*4,4'-Diaponeurosporene*;*4,4'-Diapo-zeta-carotene","Unknown;Unknown,C16145;Unknown","2H_2"
51,449.2892,0,0,0,0,608.3422,25427.3284,0,"Unknown","Unknown","Unknown","C26H40O6-[M+H+]-{m+0}(0.9633)(Niso-1)","Unknown","16-Feruloyloxypalmitate","C18217","N"
52,450.2922,0,0,0,0,0,0,0,4163,"Unknown","26098-04-4","C19H39N5O7-[M+H+]-{m+0}(0.97688)(Niso-1)","Unknown","GentamicinC1a","C00908","N"
53,452.3761,4296.8832,11715.6179,0,0,19279.1567,0,30150.2083,"DBLINKS4519,440384,Unknown","Unknown,Unknown,LMST03020555","Unknown,17974-66-2,Unknown","C27H46O4-[M+NH4+]-{m+0}(0.95996)(Niso-1)","Unknown,HMDB00359,Unknown","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al*,*3a,7a-Dihydroxycoprostanic acid*,*(7E)-(1R,2S,3R)-2-hydroxymethyl-19-nor-9,10-seco-5,7-cholestadiene-1,3,25-triol","C01301,Unknown,Unknown","N"
54,453.1523,0,0,0,0,0,0,0,"Unknown,13067","LMPK12112856,Unknown","Unknown,77394-27-5","C23H26O8-[M+Na+]-{m+0}(0.97189)(Niso-1)","Unknown,Unknown","Aliarin 4'-methyl ether*,*Sesartemin","Unknown,C10884","N"
55,453.1649,0,0,0,0,0,0,0,13890,"Unknown","65617-86-9","C22H27Cl1N4O3-[M+Na+]-{m+0}(0.84282)(Niso-1)","Unknown","Avizafone","C11725","N"
56,453.1665,10909.023,8282.5923,6235.3054,7014.3731,5054.476,114122.3226,219663.4729,"12841;DBLINKS17396024;13890","Unknown;Unknown;Unknown","86702-02-5;Unknown;65617-86-9","C24H30O6-[M+K+]-{m+0}(0.99999)(Niso-3);C27H26O5-[M+Na+]-{m+0}(0.99998)(Niso-3);C22H27Cl1N4O3-[M+Na+]-{m+0}(0.84282)(Niso-1)","Unknown;Unknown;Unknown","Magnoshinin*;*2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-olacetate*;*Avizafone","C10658;C15027;C11725","N"
57,453.1689,621247.8952,426638.1004,305852.5185,396179.951,294607.4173,0,0,"12841;DBLINKS17396024;Unknown;13890","Unknown;Unknown;LMPK12120473;Unknown","86702-02-5;Unknown;Unknown;65617-86-9","C24H30O6-[M+K+]-{m+0}(0.97066)(Niso-3);C27H26O5-[M+Na+]-{m+0}(0.96251)(Niso-3);C29H24O5-[M+H+]-{m+0}(0.95471)(Niso-1);C22H27Cl1N4O3-[M+Na+]-{m+0}(0.84282)(Niso-1)","Unknown;Unknown;Unknown;Unknown","Magnoshinin*;*2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-olacetate*;*1-[1,3-Dihydroxy-4-[(2-hydroxyphenyl)methyl]-9H-xanthen-2-yl]-3-phenyl-1-propanone*;*Avizafone","C10658;C15027;Unknown;C11725","N"
58,453.1772,7613.6196,5689.0724,3072.0419,3930.7636,2462.9462,0,2215.43,"DBLINKS4326","Unknown","Unknown","C23H30N2O5-[M+K+]-{m+0}(0.96972)(Niso-1)","Unknown","Deacetylvindoline","C01091","N"
59,454.1725,46929.1474,31088.0137,20333.5562,28520.6267,20726.9953,10353.8575,16499.6907,"Unknown,4758;12841;DBLINKS17396024;13890","LMPK12020026,Unknown;Unknown;Unknown;Unknown","Unknown,60-81-1;86702-02-5;Unknown;65617-86-9","C21H24O10-[M+NH4+]-{m+0}(0.99914)(Niso-2);C24H30O6-[M+K+]-2H-1-{m+0}(0.99454)(Niso-2);C27H26O5-[M+Na+]-2H-1-{m+0}(0.96861)(Niso-2);C22H27Cl1N4O3-[M+Na+]-2H-1-{m+0}(0.84288)(Niso-1)","Unknown,Unknown;Unknown;Unknown;Unknown","Epiafzelechin 3-O-beta-D-allopyranoside*,*Phlorizin*;*Magnoshinin*;*2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-olacetate*;*Avizafone","Unknown,C01604;C10658;C15027;C11725","2H_1"
60,454.3916,0,18642.5574,17493.4172,21709.399,0,5672.8101,0,"7808,Unknown,Unknown","Unknown,Unknown,LMST04030159","862-53-3,60257-29-6,Unknown","C27H48O4-[M+NH4+]-{m+0}(0.95989)(Niso-1)","Unknown,HMDB00520,Unknown","3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane*,*5a-Cholestane-3a,7a,12a,25-tetrol*,*(25S)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol","C05446,Unknown,Unknown","N"
61,455.167,6793.8087,5112.1616,2717.7688,4002.2751,3497.7562,1421.8907,2467.5591,"Unknown,13067;9518","LMPK12112856,Unknown;Unknown","Unknown,77394-27-5;52-01-7","C23H26O8-[M+Na+]-2H-2-{m+0}(0.97195)(Niso-1);C24H32O4S1-[M+K+]-{m+0}(0.971)(Niso-1)","Unknown,Unknown;Unknown","Aliarin 4'-methyl ether*,*Sesartemin*;*Spironolactone","Unknown,C10884;C07310","2H_2"
62,455.1759,0,0,0,0,0,0,0,"Unknown,4758;586168","LMPK12020026,Unknown;Unknown","Unknown,60-81-1;123748-56-1","C21H24O10-[M+NH4+]-2H-1-{m+0}(0.97603)(Niso-1);C22H35I1O2-[M+H+]-{m+0}(0.97341)(Niso-1)","Unknown,Unknown;Unknown","Epiafzelechin 3-O-beta-D-allopyranoside*,*Phlorizin*;*I-123BMIPP","Unknown,C01604;C13426","2H_1"
63,457.2734,0,0,0,0,0,0,0,"8236,Unknown,5280749;Unknown;Unknown;17396218,Unknown","Unknown,LMFA03020002,Unknown;LMST03020049;Unknown;Unknown,LMST03020056","75715-89-8,Unknown,75715-89-8;Unknown;Unknown;28553-12-0,Unknown","C23H37N1O5S1-[M+NH4+]-{m+0}(0.97257)(Niso-1);C26H42O3S1-[M+Na+]-{m+0}(0.96539)(Niso-1);C26H41O4-[M+K+]-{m+0}(0.96301)(Niso-1);C26H42O4-[M+K+]-{m+0}(0.96298)(Niso-1)","Unknown,Unknown,HMDB02200;Unknown;HMDB12515;Unknown,Unknown","LeukotrieneE4*,*5S-hydroxy,6R-(S-cysteinyl),7E,9E,11Z,14Z-eicosatetraenoic acid*,*Leukotriene E4*;*(5E,7E)-(1R,3R)-1,25-dihydroxy-9,10-seco-3-thia-5,7,10(19)-cholestatriene 3-oxide*;*11'-Carboxy-alpha-chromanol*;*Diisononylphthalate*,*(5Z,7E)-(1S,3R,24R)-22-oxa-9,10-seco-5,7,10(19)-cholestatriene-1,3,24-triol","C05952,C05952,C05952;Unknown;Unknown;C15221,Unknown","N"
64,463.3041,0,0,0,0,0,1300.8849,54258.1062,"5523,Unknown","Unknown,LMST01010172","39750-00-0,Unknown","C27H42O6-[M+H+]-{m+0}(0.96035)(Niso-1)","Unknown,Unknown","3-Dehydroecdysone*,*(22R)-2beta,14,22,25-tetrahydroxy-5beta-cholest-7-ene-3,6-dione","C02513,C02513","N"
65,464.3082,0,0,0,0,0,0,0,5126,"Unknown","25876-11-3","C20H41N5O7-[M+H+]-{m+0}(0.97453)(Niso-1)","Unknown","GentamicinC2","C02033","N"
66,477.3207,0,0,0,0,0,0,0,"196302,Unknown;Unknown;DBLINKS13981","Unknown,LMST04020029;LMPR0104210004;Unknown","91999-66-5,Unknown;Unknown;Unknown","C26H46O6-[M+Na+]-{m+0}(0.96312)(Niso-1);C28H44O6-[M+H+]-{m+0}(0.95729)(Niso-1);C29H37N3O2-[M+NH4+]-{m+0}(0.95055)(Niso-1)","HMDB02157,Unknown;Unknown;Unknown","27-Norcholestanehexol*,*5beta-27-norcholestane-3alpha,7alpha,12alpha,24,25,26-hexol*;*(-)-Asbestinine 2*;*Deoxytubulosine","Unknown,Unknown;Unknown;C11817","N"
67,479.2787,0,0,0,0,0,0,0,"Unknown","LMPK12120523","Unknown","C30H38O5-[M+H+]-{m+0}(0.95103)(Niso-1)","Unknown","3-Geranyl-4,2',4',6'-tetrahydroxy-5-prenyldihydrochalcone","Unknown","N"
68,485.3604,0,0,0,0,0,0,0,"Unknown","LMST03020627","Unknown","C29H50O4-[M+Na+]-{m+0}(0.9537)(Niso-1)","Unknown","(5Z,7E)-(1R,2R,3R)-3-(hydroxy-propyl)-19-nor-9,10-seco-5,7-cholestadien-1,3,25-triol","Unknown","N"
69,493.3156,0,0,0,0,0,0,0,11439,"Unknown","2632-29-3","C29H37N3O3-[M+NH4+]-{m+0}(0.9507)(Niso-1)","Unknown","Tubulosine","C09248","N"
70,493.3258,0,0,0,0,0,0,0,"DBLINKS47205148","Unknown","Unknown","C27H41N1O6-[M+NH4+]-{m+0}(0.95937)(Niso-1)","Unknown","Progeldanamycin","C15823","N"
71,495.2676,0,0,0,0,0,0,0,"Unknown","LMST03020647","Unknown","C26H42F2O4-[M+K+]-{m+0}(0.96298)(Niso-1)","Unknown","(7E)-(1R,3R)-24,24-difluoro-19-nor-9,10-seco-5,7-cholestadiene-1,3,25,26-tetrol","Unknown","N"
72,496.3416,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown","Unknown,LMGP01020019;Unknown","Unknown,Unknown;Unknown","C24H50N1O7P1-[M+H+]-{m+0}(0.96768)(Niso-1);C29H47N1O4-[M+Na+]-{m+0}(0.95271)(Niso-1)","HMDB10382,Unknown;HMDB06321","LysoPC(16:0)*,*1-tetradecyl-2-acetyl-sn-glycero-3-phosphocholine*;*Docosa-4,7,10,13,16-pentaenoyl carnitine","C04230,Unknown;Unknown","N"
73,507.3313,0,0,0,0,0,1186.0246,45850.1436,"Unknown","LMST01010191","Unknown","C29H46O7-[M+H+]-{m+0}(0.95425)(Niso-1)","Unknown","(22R)-14,20,22,25-tetrahydroxy-6-oxo-5alpha-cholest-7-en-3beta-yl acetate","Unknown","N"
74,518.3238,8449.9734,4612.3067,3560.6387,4549.4505,4955.5718,3475.5961,2210.8599,"Unknown,Unknown;Unknown,Unknown","Unknown,LMGP01020019;LMGP01050037,Unknown","Unknown,Unknown;Unknown,Unknown","C24H50N1O7P1-[M+Na+]-{m+0}(0.96768)(Niso-1);C26H48N1O7P1-[M+H+]-{m+0}(0.96221)(Niso-1)","HMDB10382,Unknown;Unknown,HMDB10387","LysoPC(16:0)*,*1-tetradecyl-2-acetyl-sn-glycero-3-phosphocholine*;*1-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine*,*LysoPC(18:3(6Z,9Z,12Z))","C04230,Unknown;Unknown,C04230","N"
75,521.3473,0,0,0,0,0,0,0,"DBLINKS6791;Unknown,10997","Unknown;LMST01010114,Unknown","Unknown;Unknown,25383-26-0","C26H51N1O7P1-[M+H+]-{m+0}(0.96212)(Niso-1);C30H48O7-[M+H+]-{m+0}(0.95097)(Niso-1)","Unknown;Unknown,Unknown","1-Linoleoylglycerophosphocholine*;*Cucurbitacin P*,*CucurbitacinP","C04100;C08804,C08804","N"
76,524.3726,0,0,0,0,0,0,0,"Unknown,Unknown","Unknown,LMGP01020046","Unknown,Unknown","C26H54N1O7P1-[M+H+]-{m+0}(0.96203)(Niso-1)","HMDB10384,Unknown","LysoPC(18:0)*,*1-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine","C04230,Unknown","N"
77,537.3342,0,0,0,0,0,0,0,"Unknown","LMST03020515","Unknown","C32H50O4-[M+K+]-{m+0}(0.94369)(Niso-1)","Unknown","(5Z,7E)-(1S,3R,20R,22S)-26,27-dimethyl-22-ethoxy-24a-homo-9,10-seco-5,7,10(19)-cholestatrien-23-yne-1,3,25-triol","Unknown","N"
78,538.3417,0,0,0,0,0,0,0,"Unknown","LMST03020515","Unknown","C32H50O4-[M+K+]-2H-1-{m+0}(0.98641)(Niso-2)","Unknown","(5Z,7E)-(1S,3R,20R,22S)-26,27-dimethyl-22-ethoxy-24a-homo-9,10-seco-5,7,10(19)-cholestatrien-23-yne-1,3,25-triol","Unknown","2H_1"
79,538.3493,0,0,0,0,0,0,0,"Unknown","LMGP01010612","Unknown","C26H52N1O8P1-[M+H+]-{m+0}(0.96221)(Niso-1)","Unknown","1-hexadecanoyl-2-acetyl-sn-glycero-3-phosphocholine","Unknown","N"
80,538.3517,0,0,0,0,0,0,0,"Unknown","LMGP01010612","Unknown","C26H52N1O8P1-[M+H+]-{m+0}(0.96221)(Niso-1)","Unknown","1-hexadecanoyl-2-acetyl-sn-glycero-3-phosphocholine","Unknown","N"
81,539.345,0,0,0,0,0,0,0,"Unknown","LMST03020519","Unknown","C32H50O4-[M+K+]-2H-2-{m+0}(0.95207)(Niso-1)","Unknown","(5Z,7E)-(1S,3R,22S)-26,27-dimethyl-24a,24b,24c-trihomo-9,10-seco-5,7,10(19)-cholestatrien-23-yne-1,3,22,25-tetrol","Unknown","2H_2"
82,539.3484,0,0,0,0,0,0,0,"Unknown;DBLINKS17396376","LMST03020519;Unknown","Unknown;Unknown","C32H50O4-[M+K+]-2H-2-{m+0}(0.95207)(Niso-1);C32H52O4-[M+K+]-{m+0}(0.94361)(Niso-1)","Unknown;Unknown","(5Z,7E)-(1S,3R,22S)-26,27-dimethyl-24a,24b,24c-trihomo-9,10-seco-5,7,10(19)-cholestatrien-23-yne-1,3,22,25-tetrol*;*3beta-Hydroxylanostane-7,11-dioneacetate","Unknown;C15379","2H_2"
83,542.3239,1713.1916,0,0,0,1552.2939,0,0,"Unknown,Unknown;Unknown,Unknown","Unknown,LMGP01050034;LMGP01050050,Unknown","Unknown,Unknown;Unknown,Unknown","C26H50N1O7P1-[M+Na+]-{m+0}(0.96215)(Niso-1);C28H48N1O7P1-[M+H+]-{m+0}(0.95624)(Niso-1)","HMDB10386,Unknown;Unknown,HMDB10397","LysoPC(18:2(9Z,12Z))*,*1-(2E,4E-octadecadienoyl)-sn-glycero-3-phosphocholine*;*1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*,*LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))","C04230,Unknown;Unknown,C04230","N"
84,546.3559,1826.6229,1964.3525,1526.4347,1495.2626,2170.739,1722.3775,1029.7999,"Unknown,Unknown;Unknown;Unknown","Unknown,LMGP01020046;Unknown;LMPK12120242","Unknown,Unknown;Unknown;Unknown","C26H54N1O7P1-[M+Na+]-{m+0}(0.96203)(Niso-1);C28H52N1O7P1-[M+H+]-{m+0}(0.95611)(Niso-1);C35H44O4-[M+NH4+]-{m+0}(0.93295)(Niso-1)","HMDB10384,Unknown;HMDB10393;Unknown","LysoPC(18:0)*,*1-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine*;*LysoPC(20:3(5Z,8Z,11Z))*;*Neolinderachalcone","C04230,Unknown;C04230;Unknown","N"
85,551.3645,0,0,0,0,0,0,0,"DBLINKS47205259,Unknown","Unknown,LMPR01070124","Unknown,Unknown","C40H48-[M+Na+]-{m+0}(0.91173)(Niso-1)","Unknown,Unknown","Isorenieratene*,*Isorenieratene/ (Leprotene)","C15943,Unknown","N"
86,551.37,0,0,0,0,0,0,0,"Unknown","Unknown","29070-92-6","C33H52O5-[M+Na+]-{m+0}(0.94021)(Niso-1)","Unknown","Pachymicacid","C17044","N"
87,553.259,0,0,0,0,0,0,0,"10993,Unknown,Unknown;13853","Unknown,LMST01010110,LMPR0104300002;Unknown","2222-07-3,Unknown,Unknown;93413-04-8","C30H42O7-[M+K+]-{m+0}(0.95117)(Niso-1);C31H29N5O4-[M+NH4+]-{m+0}(0.94199)(Niso-1)","Unknown,Unknown,Unknown;Unknown","CucurbitacinI*,*Cucurbitacin I*,*(-)-Euphomine A*;*Asperlicin","C08800,C08800,Unknown;C11688","N"
88,553.3642,0,0,0,0,0,0,0,"Unknown","LMGP01010693","Unknown","C26H50N1O8P1-[M+NH4+]-{m+0}(0.96228)(Niso-1)","Unknown","1-(9Z-hexadecenoyl)-2-acetyl-sn-glycero-3-phosphocholine","Unknown","N"
89,560.5004,0,0,0,0,0,0,0,"Unknown,5353456","LMSP02010004,Unknown","Unknown,24696-26-2","C34H67N1O3-[M+Na+]-{m+0}(0.99782)(Niso-2)","Unknown,HMDB00790","N-(hexadecanoyl)-sphing-4-enine*,*N-Palmitoylsphingosine","Unknown,Unknown","N"
90,560.504,770.0839,0,23801.5748,1215.9736,4071.8317,2112.5187,0,"5353456,Unknown;Unknown","Unknown,LMSP02010004;LMPR04000025","24696-26-2,Unknown;Unknown","C34H67N1O3-[M+Na+]-{m+0}(0.93437)(Niso-1);C36H62O3-[M+NH4+]-{m+0}(0.92818)(Niso-1)","HMDB00790,Unknown;Unknown","N-Palmitoylsphingosine*,*N-(hexadecanoyl)-sphing-4-enine*;*2-methyl-32,35-anhydrobacteriohopanetetrol","Unknown,Unknown;Unknown","N"
91,561.5072,0,0,0,0,0,0,0,"Unknown,5353456","LMSP02010004,Unknown","Unknown,24696-26-2","C34H67N1O3-[M+Na+]-2H-1-{m+0}(0.93441)(Niso-1)","Unknown,HMDB00790","N-(hexadecanoyl)-sphing-4-enine*,*N-Palmitoylsphingosine","Unknown,Unknown","2H_1"
92,581.3376,0,0,0,0,0,0,0,9228,"Unknown","98048-97-6","C30H46N1O7P1-[M+NH4+]-{m+0}(0.94991)(Niso-1)","Unknown","Fosinopril","C07016","N"
93,581.3546,0,0,0,0,0,0,0,"DBLINKS6930","Unknown","Unknown","C28H52O12-[M+H+]-{m+0}(0.95781)(Niso-1)","Unknown","alpha,alpha'-Trehalose6-palmitate","C04265","N"
94,581.3688,6336.3024,11052.7968,3517.242,1558.3022,36705.0368,589416.8077,4150.5988,11086,"Unknown","19316-94-0","C32H52O9-[M+H+]-{m+0}(0.94434)(Niso-1)","Unknown","ConvallasaponinA","C08893","N"
95,582.361,0,0,0,0,0,0,0,"DBLINKS6930","Unknown","Unknown","C28H52O12-[M+H+]-2H-1-{m+0}(0.95781)(Niso-1)","Unknown","alpha,alpha'-Trehalose6-palmitate","C04265","2H_1"
96,582.3728,0,0,0,0,0,0,0,11086,"Unknown","19316-94-0","C32H52O9-[M+H+]-2H-1-{m+0}(0.94434)(Niso-1)","Unknown","ConvallasaponinA","C08893","2H_1"
97,588.5311,0,0,10168.6483,0,1514.7125,0,0,"Unknown,Unknown","LMSP02010006,Unknown","Unknown,2304-81-6","C36H71N1O3-[M+Na+]-{m+0}(0.99682)(Niso-2)","Unknown,HMDB00829","N-(octadecanoyl)-sphing-4-enine*,*N-Stearoylsphingosine","Unknown,Unknown","N"
98,588.5351,0,1169.8565,120113.4328,1814.49,6583.2669,4976.7581,1254.788,"Unknown,Unknown","Unknown,LMSP02010006","2304-81-6,Unknown","C36H71N1O3-[M+Na+]-{m+0}(0.92645)(Niso-1)","HMDB00829,Unknown","N-Stearoylsphingosine*,*N-(octadecanoyl)-sphing-4-enine","Unknown,Unknown","N"
99,589.535,0,0,0,0,0,0,0,"Unknown","LMFA01010037","Unknown","C37H74O2-[M+K+]-{m+0}(0.92351)(Niso-1)","Unknown","heptatriacontanoic acid","Unknown","N"
100,589.5387,0,0,19093.9098,0,1229.5722,0,0,"Unknown,Unknown","LMSP02010006,Unknown","Unknown,2304-81-6","C36H71N1O3-[M+Na+]-2H-1-{m+0}(0.949)(Niso-2)","Unknown,HMDB00829","N-(octadecanoyl)-sphing-4-enine*,*N-Stearoylsphingosine","Unknown,Unknown","2H_1"
101,590.5429,0,0,0,0,0,0,0,"Unknown,Unknown","LMSP02020015,Unknown","Unknown,Unknown","C36H71N1O3-[M+Na+]-2H-2-{m+0}(0.92653)(Niso-1)","Unknown,HMDB11763","N-(9Z-octadecenoyl)-sphinganine*,*Cer(d18:0/18:1(9Z))","Unknown,Unknown","2H_2"
102,597.3912,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C35H58O5-[M+K+]-{m+0}(0.93254)(Niso-1)","HMDB07048","DG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/0:0)","Unknown","N"
103,598.3458,0,0,0,0,0,0,0,10506,"Unknown","10502-21-3","C29H40N8O5-[M+NH4+]-{m+0}(0.94515)(Niso-1)","Unknown","HordatineB","C08308","N"
104,603.5374,0,3290.0796,3508.2578,3961.8777,1726.6911,2408.9493,16755.3813,"Unknown","LMGL02070004","Unknown","C39H70O4-[M+H+]-{m+0}(0.91568)(Niso-1)","Unknown","1-(14-methyl-pentadecanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol","Unknown","N"
105,604.5092,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown,DBLINKS47205207","Unknown,LMSP02010006;LMPR01070139,Unknown","2304-81-6,Unknown;Unknown,Unknown","C36H71N1O3-[M+K+]-{m+0}(0.92645)(Niso-1);C41H62O2-[M+NH4+]-{m+0}(0.90699)(Niso-1)","HMDB00829,Unknown;Unknown,Unknown","N-Stearoylsphingosine*,*N-(octadecanoyl)-sphing-4-enine*;*3',4'-Dihydrorhodovibrin*,*3',4'-Dihydrorhodovibrin","Unknown,Unknown;Unknown,C15887","N"
106,604.5407,0,0,0,0,0,0,0,"Unknown","LMGL02070004","Unknown","C39H70O4-[M+H+]-2H-1-{m+0}(0.91568)(Niso-1)","Unknown","1-(14-methyl-pentadecanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol","Unknown","2H_1"
107,607.3895,0,0,0,0,0,0,0,"8363,Unknown,Unknown,Unknown","Unknown,LMFA05000086,LMPR01070288,Unknown","144-68-3,Unknown,Unknown,29414-89-9","C40H56O2-[M+K+]-{m+0}(0.99348)(Niso-2)","Unknown,Unknown,Unknown,HMDB02198","Zeaxanthin*,*psi,psi-carotene-1,1'-diol*,*13Z-beta,beta-Carotene-3R,3R'-diol*,*(3R,3'R,6'R,9-cis)-Carotene-3,3'-diol","C06098,Unknown,Unknown,Unknown","N"
108,607.3942,0,0,3152.7565,2924.108,2423.2916,0,49082.9375,"Unknown,Unknown,Unknown,8363","Unknown,LMPR01070288,LMFA05000086,Unknown","29414-89-9,Unknown,Unknown,144-68-3","C40H56O2-[M+K+]-{m+0}(0.91169)(Niso-1)","HMDB02198,Unknown,Unknown,Unknown","(3R,3'R,6'R,9-cis)-Carotene-3,3'-diol*,*13Z-beta,beta-Carotene-3R,3R'-diol*,*psi,psi-carotene-1,1'-diol*,*Zeaxanthin","Unknown,Unknown,Unknown,C06098","N"
109,608.3972,0,0,0,0,0,0,0,"8363,Unknown,Unknown,Unknown","Unknown,LMFA05000086,LMPR01070288,Unknown","144-68-3,Unknown,Unknown,29414-89-9","C40H56O2-[M+K+]-2H-1-{m+0}(0.97495)(Niso-2)","Unknown,Unknown,Unknown,HMDB02198","Zeaxanthin*,*psi,psi-carotene-1,1'-diol*,*13Z-beta,beta-Carotene-3R,3R'-diol*,*(3R,3'R,6'R,9-cis)-Carotene-3,3'-diol","C06098,Unknown,Unknown,Unknown","2H_1"
110,611.3585,0,0,0,0,0,0,0,"6444033,Unknown","Unknown,LMST03010071","Unknown,Unknown","C34H52O8-[M+Na+]-{m+0}(0.937)(Niso-1)","HMDB10342,Unknown","25-Hydroxyvitamin D2-25-glucuronide*,*25-Hydroxyvitamin D2 25-(beta-glucuronide)","C03033,Unknown","N"
111,613.4829,682.4325,0,0,0,0,0,851.1444,"Unknown,Unknown;Unknown,Unknown","Unknown,LMGL02010024;LMGL02010079,Unknown","Unknown,Unknown;Unknown,Unknown","C37H66O5-[M+Na+]-{m+0}(0.92433)(Niso-1);C39H64O5-[M+H+]-{m+0}(0.91611)(Niso-1)","HMDB07023,Unknown;Unknown,HMDB07034","DG(14:0/20:3(5Z,8Z,11Z)/0:0)*,*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*,*DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Unknown,Unknown;Unknown,Unknown","N"
112,615.4985,15053.4358,4817.251,6968.8181,6462.538,8237.787,5819.0977,5326.8152,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGL02010071,Unknown;LMGL02010086,Unknown;LMGL02010021,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C39H66O5-[M+H+]-{m+0}(0.97857)(Niso-2);C39H64O5-[M+H+]-2H-2-{m+0}(0.97836)(Niso-2);C37H68O5-[M+Na+]-{m+0}(0.92424)(Niso-1)","Unknown,HMDB07032;Unknown,HMDB07762;Unknown,HMDB07022","1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*,*DG(14:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)*;*1-(9Z-hexadecenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*,*DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0/0:0)*;*1,2-di-(9Z-heptadecenoyl)-sn-glycerol*,*DG(14:0/20:2(11Z,14Z)/0:0)","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","2H_2"
113,616.5019,2982.3772,0,1549.8618,0,1743.6292,1434.9992,1278,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","Unknown,LMGL02010024;LMGL02010021,Unknown;LMGL02010086,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C37H66O5-[M+Na+]-2H-3-{m+0}(0.92446)(Niso-1);C37H68O5-[M+Na+]-2H-1-{m+0}(0.92429)(Niso-1);C39H64O5-[M+H+]-2H-3-{m+0}(0.9162)(Niso-1)","HMDB07023,Unknown;Unknown,HMDB07022;Unknown,HMDB07034","DG(14:0/20:3(5Z,8Z,11Z)/0:0)*,*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*1,2-di-(9Z-heptadecenoyl)-sn-glycerol*,*DG(14:0/20:2(11Z,14Z)/0:0)*;*1-(9Z-hexadecenoyl)-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*,*DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","2H_3"
114,616.5668,994.174,1299.426,72451.5484,1634.2717,4743.9138,4318.0185,633.3676,"5289390,Unknown","Unknown,LMSP02010007","104404-17-3,Unknown","C38H75N1O3-[M+Na+]-{m+0}(0.91808)(Niso-1)","HMDB04951,Unknown","Ceramide (d18:1/20:0)*,*N-(eicosanoyl)-sphing-4-enine","C00195,Unknown","N"
