"ID","m/z","Yellow_10.csv","Yellow_16.csv","Yellow_17.csv","Yellow_18.csv","Yellow_19.csv","Yellow_1.csv","Yellow_20.csv","Presence Percentage","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
763,902.7352,183562.0218,72925.846,42451.9951,61419.372,859325.9464,6160.789,966009.6387,100,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,9544362;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;9544831,Unknown","Unknown,LMGP01010004;Unknown,LMGP01010004;Unknown;Unknown;Unknown,LMGL03010946;LMGL03010350,Unknown;Unknown,LMGP01010004;Unknown,LMGP01010004;Unknown,LMGL03010946;Unknown,LMGL03010869","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C51H90N1O8P1-[M+NH4+]-2H-9-{m+0}(1)(Niso-4);C51H90N1O8P1-[M+NH4+]-2H-9-{m+0}(1)(Niso-4);C51H92N1O8P1-[M+NH4+]-2H-7-{m+0}(1)(Niso-4);C51H94N1O8P1-[M+NH4+]-2H-5-{m+0}(1)(Niso-4);C59H94O6-[M+H+]-2H-3-{m+0}(1)(Niso-4);C57H98O6-[M+Na+]-2H-1-{m+0}(1)(Niso-4);C51H90N1O8P1-[M+NH4+]-2H-9-{m+0}(1)(Niso-4);C51H90N1O8P1-[M+NH4+]-2H-9-{m+0}(1)(Niso-4);C59H94O6-[M+H+]-2H-3-{m+0}(1)(Niso-4);C59H96O6-[M+H+]-2H-1-{m+0}(0.88007)(Niso-4)","HMDB09641,Unknown;HMDB09641,Unknown;HMDB09607;HMDB09606;HMDB10508,Unknown;Unknown,HMDB05391;HMDB09641,Unknown;HMDB09641,Unknown;HMDB10508,Unknown;HMDB05448,Unknown","PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol","C00350,Unknown;C00350,Unknown;C00350;C00350;Unknown,Unknown;Unknown,C00422;C00350,Unknown;C00350,Unknown;Unknown,Unknown;C00422,Unknown","2H_9"
772,903.7465,920235.4107,1188735.956,954754.5235,1130664.847,1860376.46,123010.7157,2046096.923,100,"Unknown;9544762,Unknown","Unknown;Unknown,LMGL03010794","Unknown;Unknown,Unknown","C51H94N1O8P1-[M+NH4+]-2H-6-{m+0}(0.99351)(Niso-5);C59H98O6-[M+H+]-{m+0}(0.83141)(Niso-5)","HMDB09606;HMDB05392,Unknown","PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol","C00350;C00422,Unknown","2H_6"
781,904.7407,12508.795,12992.3559,10889.7686,13137.3956,19148.8724,4427.4614,24602.5928,100,"Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,9544362","Unknown,LMGP01010004;LMGL03010675;LMGL03011019;Unknown,LMGL03010946;Unknown,LMGP01020067;LMGL03010746;LMGL03010350,Unknown","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C51H90N1O8P1-[M+NH4+]-2H-11-{m+0}(0.99013)(Niso-2);C58H94O6-[M+NH4+]-{m+0}(0.98628)(Niso-2);C59H92O6-[M+H+]-2H-7-{m+0}(0.98558)(Niso-2);C59H94O6-[M+H+]-2H-5-{m+0}(0.98555)(Niso-2);C50H102N1O7P1-[M+K+]-2H-6-{m+0}(0.98291)(Niso-2);C58H92O6-[M+NH4+]-2H-2-{m+0}(0.96605)(Niso-2);C57H98O6-[M+Na+]-2H-3-{m+0}(0.82049)(Niso-1)","HMDB09641,Unknown;Unknown;Unknown;HMDB10508,Unknown;HMDB13423,Unknown;Unknown;Unknown,HMDB05391","PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*1-(9Z-hexadecenoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*PC(o-18:0/24:0)*,*1-hexadecyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","C00350,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,C00422","2H_11"
782,904.7504,527903.522,698615.9065,532028.1736,645730.8632,1147768.604,41562.7748,1303166.573,100,"9544831,Unknown;Unknown;Unknown;Unknown,9544319;9544762,Unknown","Unknown,LMGL03010869;Unknown;Unknown;LMGL03010306,Unknown;Unknown,LMGL03010794","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C59H96O6-[M+H+]-2H-3-{m+0}(1)(Niso-4);C51H92N1O8P1-[M+NH4+]-2H-9-{m+0}(1)(Niso-4);C51H94N1O8P1-[M+NH4+]-2H-7-{m+0}(0.99942)(Niso-3);C57H100O6-[M+Na+]-2H-1-{m+0}(0.9992)(Niso-3);C59H98O6-[M+H+]-2H-1-{m+0}(0.99906)(Niso-3)","HMDB05448,Unknown;HMDB09607;HMDB09606;Unknown,HMDB05385;HMDB05392,Unknown","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*,*TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol","C00422,Unknown;C00350;C00350;Unknown,C00422;C00422,Unknown","2H_3"
790,905.762,650738.7217,2172641.507,1925240.299,2203831.415,895788.9342,482626.8001,1029269.349,100,"Unknown,Unknown;Unknown,Unknown;9544702,Unknown","Unknown,LMGP01010663;Unknown,LMGP02010292;Unknown,LMGL03010722","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C50H100N1O8P1-[M+Na+]-2H-9-{m+0}(0.89728)(Niso-4);C51H100N1O8P1-[M+NH4+]-2H-2-{m+0}(0.88204)(Niso-4);C59H100O6-[M+H+]-{m+0}(0.84508)(Niso-4)","HMDB08058,Unknown;HMDB09765,Unknown;HMDB05462,Unknown","PC(18:0/24:0)*,*1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*PE(24:1(15Z)/22:0)*,*1-docosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine*;*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","C00157,Unknown;C00350,Unknown;C00422,Unknown","2H_9"
801,906.766,347919.6008,1324833.334,1179017.754,1337649.622,527383.879,220438.0058,683746.268,100,"Unknown;Unknown,9544279;9544762,Unknown;9544702,Unknown","Unknown;LMGL03010266,Unknown;Unknown,LMGL03010794;Unknown,LMGL03010722","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C51H94N1O8P1-[M+NH4+]-2H-9-{m+0}(0.99942)(Niso-3);C57H102O6-[M+Na+]-2H-1-{m+0}(0.9992)(Niso-3);C59H98O6-[M+H+]-2H-3-{m+0}(0.99906)(Niso-3);C59H100O6-[M+H+]-2H-1-{m+0}(0.99906)(Niso-3)","HMDB09606;Unknown,HMDB05370;HMDB05392,Unknown;HMDB05462,Unknown","PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*;*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol","C00350;Unknown,C00422;C00422,Unknown;C00422,Unknown","2H_9"
812,907.7776,76767.7508,1557051.177,1527923.705,1703809.042,47290.6815,829878.0518,93307.2935,100,"Unknown,Unknown;9544638,Unknown;Unknown,Unknown;Unknown","Unknown,LMGP01010663;Unknown,LMGL03010653;Unknown,LMGP02010292;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C50H100N1O8P1-[M+Na+]-2H-11-{m+0}(0.98611)(Niso-4);C59H102O6-[M+H+]-{m+0}(0.97117)(Niso-4);C51H100N1O8P1-[M+NH4+]-2H-4-{m+0}(0.93312)(Niso-4);C52H98N1O8P1-[M+H+]-2H-11-{m+0}(0.9078)(Niso-4)","HMDB08058,Unknown;HMDB05412,Unknown;HMDB09509,Unknown;HMDB08356","PC(18:0/24:0)*,*1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*;*PE(22:0/24:1(15Z))*,*1-docosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine*;*PC(20:2(11Z,14Z)/24:1(15Z))","C00157,Unknown;C00422,Unknown;C00350,Unknown;C00157","2H_11"
819,908.7818,50417.1423,956363.4726,931233.5701,1036186.196,32634.6389,450101.5466,54443.664,100,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown;9544231,Unknown;9544702,Unknown;9544638,Unknown;Unknown","Unknown,LMGP01010663;Unknown,LMGP02010292;Unknown;Unknown;Unknown;Unknown,LMGL03010233;Unknown,LMGL03010722;Unknown,LMGL03010653;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C50H100N1O8P1-[M+Na+]-2H-12-{m+0}(0.99949)(Niso-3);C51H100N1O8P1-[M+NH4+]-2H-5-{m+0}(0.99942)(Niso-3);C52H98N1O8P1-[M+H+]-2H-12-{m+0}(0.99939)(Niso-3);C52H98N1O8P1-[M+H+]-2H-12-{m+0}(0.99939)(Niso-3);C52H98N1O8P1-[M+H+]-2H-12-{m+0}(0.9993)(Niso-3);C57H104O6-[M+Na+]-2H-1-{m+0}(0.99919)(Niso-3);C59H100O6-[M+H+]-2H-3-{m+0}(0.99906)(Niso-3);C59H102O6-[M+H+]-2H-1-{m+0}(0.99906)(Niso-3);C52H98N1O8P1-[M+H+]-2H-12-{m+0}(0.99209)(Niso-3)","HMDB08058,Unknown;HMDB09509,Unknown;HMDB08356;HMDB08356;HMDB08356;HMDB05389,Unknown;HMDB05462,Unknown;HMDB05412,Unknown;HMDB08356","PC(18:0/24:0)*,*1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*PE(22:0/24:1(15Z))*,*1-docosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine*;*PC(20:2(11Z,14Z)/24:1(15Z))*;*PC(20:2(11Z,14Z)/24:1(15Z))*;*PC(20:2(11Z,14Z)/24:1(15Z))*;*TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6]*,*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*;*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*;*TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*;*PC(20:2(11Z,14Z)/24:1(15Z))","C00157,Unknown;C00350,Unknown;C00157;C00157;C00157;C00422,Unknown;C00422,Unknown;C00422,Unknown;C00157","2H_12"
824,909.785,12448.2919,96334.3203,82029.7579,102648.7689,7723.0484,34012.2984,9506.0255,100,"Unknown;Unknown,9544279;9544231,Unknown;Unknown,9544199;9544762,Unknown;9544702,Unknown;Unknown,Unknown","Unknown;LMGL03010266,Unknown;Unknown,LMGL03010233;LMGL03010203,Unknown;Unknown,LMGL03010794;Unknown,LMGL03010722;Unknown,LMGL03010912","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C51H94N1O8P1-[M+NH4+]-2H-12-{m+0}(0.99011)(Niso-2);C57H102O6-[M+Na+]-2H-4-{m+0}(0.98698)(Niso-2);C57H104O6-[M+Na+]-2H-2-{m+0}(0.98695)(Niso-2);C57H106O6-[M+Na+]-{m+0}(0.98692)(Niso-2);C59H98O6-[M+H+]-2H-6-{m+0}(0.98553)(Niso-2);C59H100O6-[M+H+]-2H-4-{m+0}(0.98549)(Niso-2);C59H102O6-[M+H+]-2H-2-{m+0}(0.98546)(Niso-2)","HMDB09606;Unknown,HMDB05370;HMDB05389,Unknown;Unknown,HMDB05383;HMDB05392,Unknown;HMDB05462,Unknown;HMDB10491,Unknown","PE(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6]*,*1-(9Z-heptadecenoyl)-2-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*;*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/20:1(11Z))[iso6]*;*TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*;*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*;*TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso3]*,*1-(9Z-hexadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol","C00350;Unknown,C00422;C00422,Unknown;Unknown,C00422;C00422,Unknown;C00422,Unknown;Unknown,Unknown","2H_12"
830,910.7969,8331.4574,20955.43,21363.5423,19072.8389,938.9864,22430.3275,3799.6638,100,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,9544199;9544638,Unknown;Unknown,9544572","Unknown,LMGP01010663;Unknown,LMGP02010292;Unknown;LMGL03010203,Unknown;Unknown,LMGL03010653;LMGL03010591,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C50H100N1O8P1-[M+Na+]-2H-14-{m+0}(0.86016)(Niso-1);C51H100N1O8P1-[M+NH4+]-2H-7-{m+0}(0.85205)(Niso-1);C52H98N1O8P1-[M+H+]-2H-14-{m+0}(0.84903)(Niso-1);C57H106O6-[M+Na+]-2H-1-{m+0}(0.81983)(Niso-1);C59H102O6-[M+H+]-2H-3-{m+0}(0.80756)(Niso-1);C59H104O6-[M+H+]-2H-1-{m+0}(0.80729)(Niso-1)","HMDB08058,Unknown;HMDB09509,Unknown;HMDB08356;Unknown,HMDB05383;HMDB05412,Unknown;Unknown,HMDB05387","PC(18:0/24:0)*,*1-hexadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*;*PE(22:0/24:1(15Z))*,*1-docosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine*;*PC(20:2(11Z,14Z)/24:1(15Z))*;*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/20:1(11Z))[iso6]*;*TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*;*1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","C00157,Unknown;C00350,Unknown;C00157;Unknown,C00422;C00422,Unknown;Unknown,C00422","2H_14"
848,922.7308,1944.7598,5534.7105,4184.7362,5196.1834,3736.2199,1486.1902,4363.3639,100,"Unknown;Unknown;Unknown,9544319","LMGP00000054;Unknown;LMGL03010306,Unknown","Unknown;Unknown;Unknown,Unknown","C51H101O8P1S1-[M+NH4+]-{m+0}(0.99837)(Niso-3);C54H100N1O8P1-[M+H+]-{m+0}(0.83648)(Niso-1);C57H100O6-[M+K+]-2H-3-{m+0}(0.83119)(Niso-1)","Unknown;HMDB08650;Unknown,HMDB05385","1,2-didocosanoyl-sn-glycero-3-phosphosulfocholine*;*PC(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*,*TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","Unknown;C00157;Unknown,C00422","2H_3"
859,925.7315,71996.6808,43023.5919,21322.8458,36966.1009,246016.228,1908.5213,248514.446,100,"Unknown,Unknown","Unknown,LMGL03011393","Unknown,Unknown","C61H96O6-[M+H+]-{m+0}(1)(Niso-5)","HMDB10510,Unknown","TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","Unknown,Unknown","N"
861,925.7603,1470.8515,6028.6938,6399.172,8033.7091,1712.1027,3552.655,1804.3061,100,"Unknown,9544279;Unknown,Unknown;Unknown,9544199","LMGL03010266,Unknown;Unknown,LMGL03012613;LMGL03010203,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C57H102O6-[M+K+]-2H-4-{m+0}(0.83112)(Niso-1);C57H104O6-[M+K+]-2H-2-{m+0}(0.83085)(Niso-1);C57H106O6-[M+K+]-{m+0}(0.81976)(Niso-1)","Unknown,HMDB05370;HMDB10457,Unknown;Unknown,HMDB05383","1,2-di-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(18:1(9Z)/18:1(11Z)/18:1(9Z))[iso3]*,*1,3-di-(6Z-octadecenoyl)-2-(9Z-octadecenoyl)-glycerol*;*1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/18:1(9Z)/20:1(11Z))[iso6]","Unknown,C00422;Unknown,Unknown;Unknown,C00422","2H_4"
870,927.7474,132711.1004,202280.4034,109660.0725,190167.789,247517.9647,11948.8349,309413.0889,100,"9545277,Unknown","Unknown,LMGL03011316","Unknown,Unknown","C61H98O6-[M+H+]-{m+0}(0.94229)(Niso-4)","HMDB05476,Unknown","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","C00422,Unknown","N"
875,928.7513,60782.5565,87273.2855,47364.6285,81968.4177,116228.5978,5861.9759,150007.3705,100,"Unknown,9544702;Unknown,Unknown;9545277,Unknown","LMGL03010722,Unknown;Unknown,LMGL03011393;Unknown,LMGL03011316","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C59H100O6-[M+Na+]-2H-1-{m+0}(0.99906)(Niso-3);C61H96O6-[M+H+]-2H-3-{m+0}(0.99891)(Niso-3);C61H98O6-[M+H+]-2H-1-{m+0}(0.99891)(Niso-3)","Unknown,HMDB05462;HMDB10510,Unknown;HMDB05476,Unknown","1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*,*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","Unknown,C00422;Unknown,Unknown;C00422,Unknown","2H_1"
879,929.7628,79535.5372,192870.8017,111612.3403,168706.7477,140317.7178,24418.1574,190455.4055,100,"Unknown;Unknown;9545200,Unknown","Unknown;Unknown;Unknown,LMGL03011236","Unknown;Unknown;Unknown,Unknown","C54H98N1O8P1-[M+H+]-2H-9-{m+0}(0.9955)(Niso-3);C54H98N1O8P1-[M+H+]-2H-9-{m+0}(0.97237)(Niso-3);C61H100O6-[M+H+]-{m+0}(0.96317)(Niso-3)","HMDB08651;HMDB08651;HMDB05463,Unknown","PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol","C00157;C00157;C00422,Unknown","2H_9"
